,comment,target
10,"It's more towards teaching linguistics and theoretical concepts. I understand that is also required to understand the subject. However, I was expecting more practical training on coding different programs with various ways. I suggest to introduce a balance in theory concepts and practical training.","{'teach linguist': ['teaching linguistics'], 'concept': ['concepts'], 'subject': ['subject'], 'train': ['training'], 'program': ['programs'], 'way': ['ways'], 'balanc': ['balance'], 'theori concept': ['theory concepts']}"
11,"I don't have the impression that much effort was invested in this class to present natural language processing as introductory as possible for beginners in this field, i.e. someone who not necessarily has a background in computational linguistics. ","{'impress': ['impression'], 'effort': ['effort'], 'class': ['class'], 'languag process': ['language processing'], 'beginn': ['beginners'], 'field': ['field'], 'linguist': ['linguistics']}"
12,"The assignments were not well supported by the lecture material, which were much to shallow. I guess an Intro level course is going to be broad and shallow, but if you are going to have assignments that require implementation then that should be better supported by the material. And don't even get me started on the final...","{'assign': ['assignments'], 'lectur materi': ['lecture material'], 'intro level cours': ['Intro level course'], 'materi': ['material']}"
13,"Excellent introductory course. The programming exercises were all interesting and helpful, actually, I think the course could include more programming exercises and video quizzes.","{'cours': ['course'], 'program exercis': ['programming exercises'], 'video quizz': ['video quizzes']}"
14,Content is not well adapted to a digital format.,"{'content': ['Content'], 'format': ['format']}"
15,"I really like the course, would recommend to have more assignments.","{'cours': ['course'], 'assign': ['assignments']}"
16,"Very challenging course, but I enjoy it",{'cours': ['course']}
17,Very good introductory course on natural language processing. ,"{'cours': ['course'], 'languag process': ['language processing']}"
18,Nice introductory course.,{'cours': ['course']}
19,wonderful courses,{'cours': ['courses']}
20,Very helpful.,{}
21,interesting ,{}
22,too much of introduction. can easily cut down of that. when you first listen to it - there is no way to remember all the details ,"{'introduct': ['introduction'], 'way': ['way'], 'detail': ['details']}"
23,Great course in NLP which provides a broad overview of the topic. The programming assignments can make you confident in solving NLP-based problems in business applications.,"{'cours': ['course'], 'nlp': ['NLP'], 'overview': ['overview'], 'topic': ['topic'], 'program assign': ['programming assignments'], 'problem': ['problems'], 'busi applic': ['business applications']}"
24,"I got very good introduction not only for NLP but also for other adjacent topics like ML, probability theory, linear algebra. Highly recommend if you want to get involved in these topics.","{'introduct': ['introduction'], 'nlp': ['NLP'], 'topic': ['topics'], 'ml': ['ML'], 'probabl theori': ['probability theory'], 'algebra': ['algebra']}"
25,"After about week 6, helpfulness decreased quite a lot..","{'week': ['week'], 'help': ['helpfulness'], 'lot': ['lot']}"
26,"Great overview of many of the most important topics of NLP. Practical examples and exploration of different approaches for each task from first attempts to state of the art make it easier to understand and absorb the theoretical content, while acquiring insight for concrete applications. ","{'overview': ['overview'], 'topic': ['topics'], 'nlp': ['NLP'], 'practic exampl': ['Practical examples'], 'explor': ['exploration'], 'approach': ['approaches'], 'task': ['task'], 'attempt': ['attempts'], 'state': ['state'], 'art': ['art'], 'content': ['content'], 'insight': ['insight'], 'applic': ['applications']}"
27,The course skims through loads of topics Need to go deep in some of them.,"{'cours': ['course'], 'load': ['loads'], 'topic': ['topics']}"
28,"A lot of good information, but I found it hard to retain most of it without a less dry style of presentation. Assignment were quite hard, and instructions were a bit too sketchy.","{'lot': ['lot'], 'inform': ['information'], 'style': ['style'], 'present': ['presentation'], 'assign': ['Assignment'], 'instruct': ['instructions'], 'bit': ['bit']}"
29,"It's more towards teaching linguistics and theoretical concepts. I understand that is also required to understand the subject. However, I was expecting more practical training on coding different programs with various ways. I suggest to introduce a balance in theory concepts and practical training.","{'teach linguist': ['teaching linguistics'], 'concept': ['concepts'], 'subject': ['subject'], 'train': ['training'], 'program': ['programs'], 'way': ['ways'], 'balanc': ['balance'], 'theori concept': ['theory concepts']}"
30,"The assignments were not well supported by the lecture material, which were much to shallow. I guess an Intro level course is going to be broad and shallow, but if you are going to have assignments that require implementation then that should be better supported by the material. And don't even get me started on the final...","{'assign': ['assignments'], 'lectur materi': ['lecture material'], 'intro level cours': ['Intro level course'], 'materi': ['material']}"
31,"Excellent introductory course. The programming exercises were all interesting and helpful, actually, I think the course could include more programming exercises and video quizzes.","{'cours': ['course'], 'program exercis': ['programming exercises'], 'video quizz': ['video quizzes']}"
32,"I really like the course, would recommend to have more assignments.","{'cours': ['course'], 'assign': ['assignments']}"
33,"Very challenging course, but I enjoy it",{'cours': ['course']}
34,Very good introductory course on natural language processing. ,"{'cours': ['course'], 'languag process': ['language processing']}"
