,comment,target
20,This is a rare course that teaches data collection framework from the ground up.,"{'cours': ['course'], 'data collect framework': ['data collection framework'], 'ground': ['ground']}"
21,An extremely thorough overview on overall survey design methodology.,"{'overview': ['overview'], 'survey design methodolog': ['survey design methodology']}"
22,"The deliver papers are great but slides are poor. In overall, a good course to begin learning about Data Collection and Analysis.","{'paper': ['papers'], 'slide': ['slides'], 'cours': ['course'], 'data collect': ['Data Collection'], 'analysi': ['Analysis']}"
23,Gives a basic overview of data collection processes.,"{'overview': ['overview'], 'data collect process': ['data collection processes']}"
24,"A good overview of surveys and data collection methods. The Total Survey Error framework is good, but its application isn't shown as strongly as it should be. Regardless this is a good primer for future material.","{'overview': ['overview'], 'survey': ['surveys'], 'data collect method': ['data collection methods'], 'survey error framework': ['Survey Error framework'], 'primer': ['primer'], 'materi': ['material']}"
25,"I think the videos could be more dynamic, however, the course is very structured.","{'video': ['videos'], 'cours': ['course']}"
26,thank you,{}
27,"Great overview of designed and organic data collection! I feel more confident interpreting and understanding survey results and providing input on community-based research projects. Some of the readings were challenging for me because I have not studied statistics, but it was a welcome challenge. I plan to return to some of the course materials after completing a stats 101 course. I took the survey questionnaire design course in this specialization two years ago and I wish I'd taken this first. If you're thinking of sampling courses from this specialization, I highly recommend you start here. ","{'overview': ['overview'], 'data collect': ['data collection'], 'input': ['input'], 'research project': ['research projects'], 'statist': ['statistics'], 'challeng': ['challenge'], 'cours materi': ['course materials'], 'stat': ['stats'], 'cours': ['course'], 'questionnair design cours': ['questionnaire design course'], 'special': ['specialization'], 'sampl cours': ['sampling courses']}"
28,"This course is no joke. I struggled. I do not have a background in statistics or research but took it as pro dev for what I do in my job as a system administrator admin for our university's survey tool Excellent content, great introduction. Opened my eyes to how much I DONT know. Will be pursuing the rest of the specialization.","{'cours': ['course'], 'joke': ['joke'], 'background': ['background'], 'statist': ['statistics'], 'research': ['research'], 'dev': ['dev'], 'job': ['job'], 'system administr admin': ['system administrator admin'], 'survey tool content': ['survey tool content'], 'introduct': ['introduction'], 'eye': ['eyes'], 'rest': ['rest'], 'special': ['specialization']}"
29,I,{}
30,Stunning cutting-edge topic to convey Data Science results.,{'topic': ['topic']}
31,Thanks,{}
32,The course content was good but teaching method was too poor to understand. First time little disappointment by coursera.com,"{'cours content': ['course content'], 'teach method': ['teaching method'], 'time': ['time'], 'disappoint': ['disappointment'], 'coursera.com': ['coursera.com']}"
33,this course is really good. i enjoyed a lot. ,"{'cours': ['course'], 'lot': ['lot']}"
34,I think this course gives the basic &amp; important knowledge about survey and data collection. Some can feel the course boring. But I believe the important knowledge boring sometimes.,"{'cours': ['course'], 'knowledg': ['knowledge'], 'survey': ['survey'], 'data collect': ['data collection'], 'cours bore': ['course boring'], 'knowledg bore': ['knowledge boring']}"
35,Great overview of the survey process. Instructor presented information in a concise manner. Highly recommended. ,"{'overview': ['overview'], 'survey process': ['survey process'], 'instructor': ['Instructor'], 'inform': ['information'], 'manner': ['manner']}"
36,Excellent introductory course!,{'cours': ['course']}
37,Great overview of data collection and analysis. ,"{'overview': ['overview'], 'data collect': ['data collection'], 'analysi': ['analysis']}"
38,"An entremely good effort, gives you a wonderful introduction to the wonderful world of Survey Research in general and data collection overall. One of the plus point is that it directs you towards quite a few new sources of data that is pretty interesting if you are an active researcher. ","{'effort': ['effort'], 'introduct': ['introduction'], 'world': ['world'], 'survey research': ['Survey Research'], 'data': ['data'], 'collect': ['collection'], 'point': ['point'], 'sourc': ['sources'], 'research': ['researcher']}"
39,An extremely thorough overview on overall survey design methodology.,"{'overview': ['overview'], 'survey design methodolog': ['survey design methodology']}"
40,"The deliver papers are great but slides are poor. In overall, a good course to begin learning about Data Collection and Analysis.","{'paper': ['papers'], 'slide': ['slides'], 'cours': ['course'], 'data collect': ['Data Collection'], 'analysi': ['Analysis']}"
41,"A good overview of surveys and data collection methods. The Total Survey Error framework is good, but its application isn't shown as strongly as it should be. Regardless this is a good primer for future material.","{'overview': ['overview'], 'survey': ['surveys'], 'data collect method': ['data collection methods'], 'survey error framework': ['Survey Error framework'], 'primer': ['primer'], 'materi': ['material']}"
